id,refresh_rate,technology,resolution,size,brightness,ram,storage,features,capacity,fast_charge,wireless_charge,chipset,material,weight,dimensions,sim,gps,bluetooth,jack,wifi,nfc,sensors,waterproof,name,version,speaker,productID,product_name
683,60Hz,"Chống chói Anti Glare
250 nits
45% NTSC",1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,"3-cell, 42Wh",65W,False,i5 - 1235U,Vỏ nhựa,1.81 kg,359 x 239.69 x 18.13 mm,,,"Wi-Fi 6E
Bluetooth v5.3",False,"Wi-Fi 6E
Bluetooth v5.3",,,,Windows 11 Home,Windows 11 Home,Realtek Audio,683,Laptop Dell Latitude 3540 71038100 (i5 1235U/16GB/512GB SSD/15.6 inch FHD/Win11/Black) - Chính hãng
684,,,1920x1080,15.6 inch,,8GB,512GB SSD, Bàn phím tiêu chuẩn ,3 cell,,False,i5 - 1235U,Vỏ nhựa,1.83 Kg,363 x 249 x 19.9 mm,,,"WiFi
Bluetooth v5.2",False,"WiFi
Bluetooth v5.2",,,,Windows 11 Home,Windows 11 Home,,684,Laptop Dell Inspiron 3520 (71049019) (i5-1235U/8GB/512GB/15.6 inch FHD/Win 11+ Office/Đen) - Chính hãng
685,120Hz,IPS LCD,1920×1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,3 cell / 41 Whr,,False,1235U,Vỏ nhựa,1.9 kg,363 x 249 x 19.9 mm,,,Bluetooth v5.2,False,Bluetooth v5.2,,,,Windows 11,Windows 11,,685,Laptop Dell Inspiron 3520 (71045026) (i5-1235U/16GB/512GB/15.6 inch FHD/Win 11 + Office/Đen) - Chính hãng
686,120Hz,"LED-Backlit, 250 nit, Narrow Border",1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,"3-cell Li-ion, 41 Wh",,False,i5 - 1335U,Vỏ nhựa,1.83kg,"358,50 x 235,56 x 18,99mm",,,"Wi-Fi 6
Bluetooth v5.3",False,"Wi-Fi 6
Bluetooth v5.3",,,,Windows 11 Home,Windows 11 Home,Realtek Audio,686,Laptop Dell Inspiron 3530 N5I5007W1 (i5 1335U/16GB/512GB/ 15.6inch FHD/ Windows 11 + Office Student/ Silver) - Chính hãng
687,60Hz,"Chống chói Anti Glare
Độ sáng 300 nits
WVA",1920x1200,16 inch,,16GB,1TB SSD,  Multi-touch touchpad,54 Whr,,False,I7 - 150U,Vỏ kim loại,1.87kg,Dài 356.7 mm - Rộng 251.9 mm - Dày 17.95 mm,,,"Bluetooth v5.2
Wi-Fi 6E",False,"Bluetooth v5.2
Wi-Fi 6E",,,,Windows 11 Home Single Language,Windows 11 Home Single Language,Realtek Audio,687,Laptop Dell Inspiron 16 5640 (N6I7512W1) (CORE 7 150U/16GB/1TB/MX570A 2G/16.0 INCH 2.5K/WIN11+OFFICE HS21/Xanh) - Chính hãng
688,60Hz,Anti-Glare Non-Touch 250nits WVA Display with ComfortView Support,1920x1200,16 inch,,16GB,512GB SSD,  Precision touchpad,65Wh,,False,I5 - 1334U,Nhựa,1.87kg,"356,78mm x 249,52mm x 17,37mm",,,"Wi-Fi 6E
Bluetooth v5.3",False,"Wi-Fi 6E
Bluetooth v5.3",,Không,,Windows 11 Home,Windows 11 Home,Realtek ALC3254,688,Laptop Dell Inspiron 16 5640 (N6I5419W1) (CORE I5 1334U/16GB/512GB/16.0 INCH FHD+/WIN11+OFFICE HS21/Xanh) - Chính hãng
689,60Hz,Anti-Glare Non-Touch,1920x1200,14 inch,,16GB,512GB SSD, Backlight Keyboard ,65Wh,,False,i5 - 120U,Nhựa,1.67kg,"314 x 226,15 x 18,07 mm",,,"Wi-Fi 6
Bluetooth v5.3",False,"Wi-Fi 6
Bluetooth v5.3",,,,Windows 11 Home,Windows 11 Home,Realtek ALC3254,689,Laptop Dell Inspiron 14 5440 (N4I5211W1) (CORE 5 120U/16GB/512GB/14.0 INCH FHD+/WIN11+OFFICE HS21/Xanh) - Chính hãng
690,60Hz,FHD+,1920x1200,16 inch,,16GB,1TB SSD, Bàn phím tiêu chuẩn ,4 Cell - 54Wh,"Adapter, dây nguồn",False,I5 - 120U,,1.87kg,356.78 x 249.52 x 19.05 mm,,,"Wifi 11ax
Bluetooth v5.3",False,"Wifi 11ax
Bluetooth v5.3",,Không,,Windows 11 Home,Windows 11 Home,"2x 2W, Realtek ALC3254",690,Laptop Dell Inspiron 16 5640 (71035923) (Core 5 120U/16GB/1TB/16 inch FHD +/Win 11 + OFFICE HS21/Xanh) - Chính hãng
691,60Hz,Anti-Glare Non-Touch 300nits Comfort View Plus Support 16:10,2240x1400,14 inch,,16GB,1TB SSD, Bàn phím tiêu chuẩn ,4 Cell - 54Wh,,False,i7 - 150U,Aluminium,1.56kg,17.31mm x 314.00mm x 226.15mm,,,"Wi-Fi 6
Bluetooth 5.3",False,"Wi-Fi 6
Bluetooth 5.3",,Touch,,Windows 11,Windows 11,"Loa âm thanh nổi có Waves MaxxAudio Pro và Dolby Atmos Core, tổng công suất 2W x 2 = 4W",691,"Laptop Dell Inspiron 14 5440 (71034770) (Core 7 150U/16GB/1TB/MX570 2G/14.0"" 2.2K/Win11 + Office HS21/Xanh) - Chính hãng"
692,60Hz,FHD+,1920x1200,14 inch,,16GB,1TB SSD, Bàn phím tiêu chuẩn ,4 Cell - 54Wh,,False,i5 - 120U,Aluminium,1.67kg,17.31mm x 314.00mm x 226.15mm,,,"Wi-Fi 6
Bluetooth 5.3",False,"Wi-Fi 6
Bluetooth 5.3",,,,Windows 11,Windows 11,"Loa âm thanh nổi có Waves MaxxAudio® Pro và Dolby Atmos Core, tổng công suất 2W x 2 = 4W",692,"Laptop Dell Inspiron 14 5440 (71034769) (Core 5 120U/16GB/1TB/ 14.0"" FHD+/Win11 + Office HS21/Xanh) - Chính hãng"
693,120Hz,"LED-Backlit, 250 nit, Narrow Border",1920x1080,15.6 inch,,16GB,512GB SSD,  Precision touchpad,"3 Cell, 41 Wh",,False,i5 - 1335U,Nhựa,1.65kg,358.50 x 234.90 x 17.50 mm,,,"Wi-Fi 6
Bluetooth v5.3",False,"Wi-Fi 6
Bluetooth v5.3",,Không,,Windows 11 Home,Windows 11 Home,Loa kép 2 × 2W,693,"Laptop Dell Inspiron 15 3530 (N5I5791W1) - (i5-1335U/16GB/512GB/15.6"" FHD 120Hz/Windows 11 + Office) - Chính hãng"
694,60Hz,"Màn hình chống chói
Độ sáng tối đa 250 nits",1920x1200,14 inch,,8GB,512GB SSD,  Multi-touch touchpad,"4 Cell, 54 Wh",,False,i5 - 1335U,Vỏ kim loại - Nhôm,1.58kg,15.54 - 18.55 x 314 x 226.56 mm,,,"Wi-Fi 6E
Bluetooth v5.3",False,"Wi-Fi 6E
Bluetooth v5.3",,Có,,Windows 11 Home,Windows 11 Home,Waves MaxxAudio ProDolby Atmos,694,"Laptop Dell Inspiron 14 7430 (N7430I58W1) - (i5-1335U/8GB/512GB/Intel Iris Xe/14"" FHD+ Cảm ứng/Windows 11 + Office) - Chính hãng"
695,60Hz,"Màn hình chống chói
Độ sáng tối đa 250 nits",1920x1080,14 inch,,16GB,512GB SSD,  Multi-touch touchpad,"4 Cell, 54 Wh",,False,i5 - 1340P,"Vỏ nhựa, nắp lưng bằng kim loại",1.531kg,314.00 x 226.60 x 17.67 mm,,,"Wi-Fi 6E
Bluetooth v5.3",False,"Wi-Fi 6E
Bluetooth v5.3",,,,Windows 11 Home,Windows 11 Home,Loa kép 2.5W x 2,695,"Laptop Dell Inspiron 14 5430 (N4I5497W1) - (i5-1340P/16GB/512GB/14"" FHD+/Windows 11 + Office) - Chính hãng"
696,60Hz,Độ sáng tối đa 300 nits,1920x1200,16 inch,,8GB,512GB SSD,  Multi-touch touchpad,54 Wh,,False,i5-1335U,Nắp lưng và chiếu nghỉ tay bằng kim loại,1.94kg,356.78 x 251.70 x 18.20 mm,,,"Wi-Fi 6E
Bluetooth",False,"Wi-Fi 6E
Bluetooth",,Không,,Windows 11 Home,Windows 11 Home,Realtek Audio,696,"Laptop Dell Inspiron 16 5630 (71020244) - (i5-1335U/8GB/512GB/16"" FHD/Windows 11 + Office) - Chính hãng"
697,120Hz,"Chống chói Anti Glare
LED Backlit
250 nits",1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,54 Wh,,False,i7 - 1355U,Vỏ nhựa,1.65kg,358.50 x 234.90 x 17.50 mm,,,"Wi-Fi 6
Bluetooth v5.3",False,"Wi-Fi 6
Bluetooth v5.3",,Không,,Windows 11 Home,Windows 11 Home,Loa kép 2 × 2W,697,"Laptop Dell Inspiron 15 3530 (N3530I716W1) - (i7-1355U/16GB/512GB/MX550/15.6"" FHD/Windows 11 + Office) - Chính hãng"
698,60Hz,"Chống chói Anti Glare
LED Backlit
250 nits",1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,"3 Cell, 41 Wh",65W,False,i7 - 1355U,Vỏ nhựa,1.65kg,358.50 x 234.90 x 17.50 mm,,,"Wi-Fi 6
Bluetooth v5.3",False,"Wi-Fi 6
Bluetooth v5.3",,Không,,Windows 11 Home,Windows 11 Home,Loa kép 2 × 2W,698,"Laptop Dell Inspiron 15 3530 (71026454) - (i7-1355U/16GB/512GB/Intel Iris Xe/15.6"" FHD/Windows 11 + Office) - Chính hãng"
699,120Hz,Anti-Glare LED-Backlit Display,1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,"3-cell Li-ion, 41 Wh",65 W,False,i5 - 1235U,Vỏ nhựa,1.9kg,358.5 x 235.56 x 18.99 mm,,,"Wi-Fi 6
Bluetooth v5.2",False,"Wi-Fi 6
Bluetooth v5.2",,Không,,Windows 11 Home,Windows 11 Home,Realtek Audio,699,"Laptop Dell Inspiron 15 3520 (N5I5011W1) - (i5-1235U/16GB/512GB/Intel Iris Xe/15.6"" FHD 120Hz/Windows 11 + Office) - Chính hãng"
700,60Hz,Màn hình chống chói,1920x1080,14 inch,,8GB,512GB SSD,  Multi-touch touchpad,41Wh,65W,False,i5 - 1335U,Nhựa,1.44kg,323.67 x 219.76 x 18.48 mm,,,"Wi-Fi
Bluetooth v5.3",False,"Wi-Fi
Bluetooth v5.3",,,,Windows 11 Home,Windows 11 Home,Realtek Audio,700,"Laptop Dell Vostro 14 3430 (71011900) - (i5-1335U/8GB/512GB/14"" FHD/Windows 11 + Office) - Chính hãng"
701,60Hz,Màn hình chống chói,1920x1080,14 inch,,16GB,512GB SSD,  Multi-touch touchpad,41Wh,65W,False,i5 - 1335U,Nhựa,1.44kg,323.67 x 219.76 x 18.48 mm,,,"Wi-Fi
Bluetooth v5.3",False,"Wi-Fi
Bluetooth v5.3",,,,Windows 11 Home,Windows 11 Home,Realtek Audio,701,"Laptop Dell Vostro 14 3430 (71021669) - (i5-1335U/16GB/512GB/14"" FHD/Windows 11 + Office) - Chính hãng"
702,120Hz,"Chống chói Anti Glare
LED Backlit
250 nits",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,"3-cell Li-ion, 41 Wh",,False,i5 - 1335U,Vỏ nhựa,1.63kg,358.5 x 235.56 x 18.99 mm,,,Wi-Fi 6 Bluetooth 5.3,False,Wi-Fi 6 Bluetooth 5.3,,Không,,Windows 11 Home,Windows 11 Home,Realtek Audio,702,"Laptop Dell Inspiron 15 3530-71014840 (i5-1335U/8GB/512GB/MX550/15.6"" FHD/Windows 11 + Office H&S) - Chính hãng"
703,60Hz,Anti-Glare Non-Touch 250nits WVA Display with ComfortView Support,1920x1200,16 inch,,8GB,512GB SSD,  Multi-touch touchpad,54 Wh,,False,i5 - 1235U,Nắp lưng và chiếu nghỉ tay bằng kim loại,1.87kg,"Cao: 15.67 mm - 18.3 mm (0.62 in. - 0.72 in.)
Dài: 356.78 mm (14.05 in.)
Rộng: 251.9 mm (9.92 in.)",,,"Wi-Fi 6E
Bluetooth v5.2",False,"Wi-Fi 6E
Bluetooth v5.2",,Không,,Windows 11 Home SL,Windows 11 Home SL,Waves MaxxAudio Pro,703,Laptop Dell Inspiron 16 5620-71003903 (i5-1235U/8GB/512GB/Intel Iris Xe/16'' FHD+/Windows 11 + Office) - Chính hãng
704,60Hz,"OLED, IPS 100%sRGB, cảm ứng",3456x2160,13.4 inch,,16GB,512GB SSD,  Multi-touch touchpad,55 Wh,,False,i7 - 1260P,Vỏ kim loại,1.26kg,15.28 mm x 295.30 mm x 199.04 mm,,,"Wi-Fi 6E
Bluetooth v5.2",False,"Wi-Fi 6E
Bluetooth v5.2",,Có,,Windows 11 Home,Windows 11 Home,"Dual stereo speakers (tweeter + woofer), Realtek ALC1319D, 2W x 2 = 4W total",704,"Laptop Dell XPS 13 Plus 9320-5CG56 (i7-1260P/16GB/512GB/Intel Iris Xe/13.4"" 3.5K Cảm ứng/Win11/Office) - Chính hãng"
705,60Hz,"Non-Touch, AG, Wide Viewing Angle, 250 nit, ComfortView",1920x1200,16 inch,,8GB,512GB SSD,  Multi-touch touchpad,54WHrs,,False,R7 - 5825U,Kim loại,1.97kg,1.79 x 35.68 x 25.19 cm (H x W x D),,,WiFi 802.11a/b/g,False,WiFi 802.11a/b/g,,,,Windows 11 Home,Windows 11 Home,Realtek High Definition Audio,705,Laptop Dell Inspiron 16 5625 99VP91 R7-5825U/8GD4/512SSD/16.0FHD+/W11SL+OFFICE ST/BẠC - Chính hãng
706,120Hz,"Non-Touch, LED-Backlit, Narrow Border",1920x1080,15.6 inch,,8GB,256GB SSD,  Precision touchpad,"3 Cell, 41 Wh",65W,False,i3 - 1305U,Nhựa,1.90kg,358.50 x 235.60 x 19.00 mm,,,"Wi-Fi 5
Bluetooth",False,"Wi-Fi 5
Bluetooth",,,,Windows 11,Windows 11,2 loa 2W,706,"Laptop Dell Vostro 15 3530 (V5I3001W1) - (i3-1305U/8GB/256GB/15.6"" FHD 120Hz/Windows 11 + Office) - Chính hãng"
707,120Hz,250 nits WVA Anti- Glare LED Backlit Narrow Border Display,1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,"3 Cell, 41 Wh",,False,i5 -1335U,,1.9 kg,16.96x358.5x235.6 mm,,,"WiFi
Bluetooth",False,"WiFi
Bluetooth",,,,Windows 11 Home,Windows 11 Home,2W Dual stereo speakers,707,Laptop Dell Vostro 15 3530 (80GG93) (I5-1335U/16GB/512GB/15.6FHD 120HZ/Win11+OFFICEHS21/Xám) - Chính hãng
708,120Hz,250 nits WVA Anti- Glare LED Backlit Narrow Border Display,1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,"3 Cell, 41 Wh",65W,False,i3 - 1305U,Nhựa,1.90kg,358.50 x 235.60 x 19.00 mm,,,"Wi-Fi 5
Bluetooth",False,"Wi-Fi 5
Bluetooth",,,,Windows 11,Windows 11,Realtek Audio,708,"Laptop Dell Vostro 15 3530 (V5I3465W1) - (i3-1305U/8GB/512GB/15.6"" FHD 120Hz/Windows 11 + Office) - Chính hãng"
709,120Hz,"Anti-Glare, 250 nit, Narrow Border, LED-Backlit",1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,"3 Cell, 41 Wh",,False,i5 - 1235U,Vỏ nhựa,1.66kg,358.50 x 235.56 22.47 mm,,,"Wi-Fi 5
Bluetooth v5.1",False,"Wi-Fi 5
Bluetooth v5.1",,,,Windows 11 Home,Windows 11 Home,Loa kép 2W x 2,709,"Laptop Dell Vostro 3520 (71030559) - (i5-1235U/16GB/512GB/15.6"" FHD 120Hz/Windows 11 + Office) - Chính hãng"
710,60Hz,Chống chói Anti Glare,1920x1200,14 inch,,16GB,512GB SSD, Backlight Keyboard ,65Wh,,False,i7 - 150U,Nhựa,1.67kg,"314mm x 226,15mm x 18,07mm",,,"Wi-Fi 6
Bluetooth v5.2",False,"Wi-Fi 6
Bluetooth v5.2",,,,Windows 11 Home,Windows 11 Home,Realtek Audio,710,Laptop Dell Inspiron 14 5440 (N4I7204W1) (CORE 7 150U/16GB/512GB/14.0 INCH FHD+/WIN11+OFFICE HS21/Xanh) - Chính hãng
711,120Hz,"Chống chói Anti Glare
250 nits",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,"3 Cell, 41 Wh",65 W,False,i5 - 1235U,Vỏ nhựa,1.99kg,358.5 x 235.56 x 21.07 mm,,,"Wi-Fi 6
Bluetooth v5.2",False,"Wi-Fi 6
Bluetooth v5.2",,Không,,Windows 11 Home,Windows 11 Home,Loa kép 2 × 2W,711,"Laptop Dell Inspiron 15 3520 (71027003) - (i5-1235U/8GB/512GB/15.6"" FHD/Windows 11 + Office) - Chính hãng"
712,120Hz,"Chống chói Anti Glare
LED Backlit
250 nits",1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,41 Wh,65 W,False,i5 - 1235U,Vỏ nhựa,1.66 kg,358.5 mm - 235.56 mm - 16.96 mm,,,"Bluetooth v5.0
Wi-Fi",False,"Bluetooth v5.0
Wi-Fi",,,,Windows 11 Home,Windows 11 Home,Realtek Audio,712,Laptop Dell Inspiron 3520 (N5I5052W1) (I5 1235U/ 16GB/ 512GB/15.6 inch FHD/Win 11 Home + Office 21/ Xám) - Chính hãng
713,120Hz,250nit Anti-glare LED-Backlit Narrow Border,1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,41WHrs,65W AC Adapter 4.5mm barrel,False,i5 - 1334U,Vỏ nhựa,1.62 kg,Đang cập nhật,,,"Wi-Fi 6
Bluetooth v5.2",False,"Wi-Fi 6
Bluetooth v5.2",,,,Windows 11,Windows 11,Realtek Audio,713,Laptop Dell Inspiron 15 3530 (N5I5340W1) (I5 1334U/16GB/512GB SSD/15.6 Inch FHD/Win 11 Home + Office 21/Xám) - Chính hãng
714,60Hz,"Micro-edge, BrightView, 250 nits, 45% NTSC",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,"3 cell, 41.04 Wh",65 W,False,i5 - 1240P,Vỏ nhựa - chiếu nghỉ tay bằng kim loại,1.72 kg,360.2 mm - 234 mm - 17.9 mm,,,"Bluetooth v5.2
Wi-Fi 6",False,"Bluetooth v5.2
Wi-Fi 6",,,,Windows 11 Home,Windows 11 Home,"Audio by B&O, Realtek High Definition Audio",714,Laptop HP Pavilion 15-EG2082TU (7C0Q5PA) (i5-1240P/8GB/512GB/15.6 FHD/WIN11/Vàng) - Chính hãng
715,,"Micro-edge, anti-glare, 250 nits, 45% NTSC",1920×1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,"3-cell, 41 Wh",,False,i7 - 1355U,,1.59 kg,,,,"Wi-Fi 6
Bluetooth 5.3",False,"Wi-Fi 6
Bluetooth 5.3",,,,Windows 11 Home,Windows 11 Home,,715,"Laptop HP 15-FD0083TU (8D736PA) (I7-1355U/16GB RAM/512GB SSD/15.6"" FHD/WIN11/Bạc)- Chính hãng"
716,,"Micro-edge, anti-glare, 250 nits, 45% NTSC",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,"3-cell, 41 Wh",,False,i7 - 1355U,,1.74 kg,360 x 234 x 179 mm,,,"Bluetooth 5.3
Wi-Fi 6",False,"Bluetooth 5.3
Wi-Fi 6",,,,Windows 11 Home,Windows 11 Home,,716,Laptop HP Pavilion 15-EG3092TU (8C5L3PA) (i7-1355U/8GB/512GB/15.6 inch FHD/Win11/ Gold) - Chính hãng
717,144Hz,"Viền siêu mỏng
Màn hình chống chói
Độ sáng 250 nits
Độ phủ màu 45% NTSC",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,"3-cell, 52.5 Wh",150W,False,R5 - 7535HS,Nhựa,2.29kg,35.79 x 25.5 x 2.35 cm,,,"Wi-Fi 6
Bluetooth v5.3",False,"Wi-Fi 6
Bluetooth v5.3",,,,Windows 11 Home,Windows 11 Home,"Audio by B&O, Dual speakers, HP Audio Boost",717,"Laptop Gaming HP Victus 15-fb1023AX (94F20PA) - (Ryzen 5 7535HS/8GB/512GB/RTX 2050/15.6"" FHD/Windows 11) - Chính hãng"
718,60Hz,"Viền siêu mỏng
Màn hình chống chói
Độ sáng 250 nits
Độ phủ màu 45% NTSC",1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,"4-cell, 70 Wh",200W,False,i7 - 13620H,Nhựa,2.29kg,35.79 x 25.5 x 2.35 cm,,,"Wi-Fi 6E
Bluetooth v5.3",False,"Wi-Fi 6E
Bluetooth v5.3",,,,Windows 11 Home,Windows 11 Home,2 loa,718,"Laptop Gaming HP Victus 15-fa1087TX (8C5M4PA) - (i7-13620H/16GB/512GB/RTX 3050/15.6"" FHD/Windows 11) - Chính hãng"
719,60Hz,"Mặt kính Corning Gorilla Glass NBT
Ánh sáng xanh thấp
SDR 400 nits
HDR 500 nits
100% DCI-P3",2880x1800,13.3 inch,,8GB,512GB SSD,  Multi-touch touchpad,"4-cell, 66 Wh",,False,i5 - 1230U,Nhôm,1.34kg,29.83 x 21.49 x 1.61 cm,,,"Wi-Fi 6E
Bluetooth v5.3",False,"Wi-Fi 6E
Bluetooth v5.3",,Cảm ứng đa điểm,,Windows 11 Home,Windows 11 Home,"Audio by Bang & Olufsen
Loa kép
HP Audio Boost",719,"Laptop HP ENVY x360 13-bf0114TU (7C0P0PA) - (i5-1230U/8GB/512GB/13.3"" OLED Cảm ứng/Windows 11/Bút) - Chính hãng"
720,60Hz,,1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,"3-cell, 41 Wh",,False,i5 - 1240P,Hợp kim nhôm,1.74kg,36.02 x 23.4 x 1.79 cm,,,"Wi-Fi 6
Bluetooth 5.2",False,"Wi-Fi 6
Bluetooth 5.2",,,,Windows 11 Home,Windows 11 Home,Audio by B&O; Loa kép; HP Audio Boost,720,"Laptop HP Pavilion 15-eg2081TU (7C0Q4PA) - (i5-1240P/16GB/512GB/15.6"" FHD IPS/Windows 11) - Chính hãng"
721,60Hz,BrightViewTấm nền IPS,1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,"3-cell, 41 Wh",,False,i7 - 1260P,Vỏ nhựa - chiếu nghỉ tay bằng kim loại,1.74kg,36.02 x 23.4 x 1.79 cm,,,Wi-Fi 6 and Bluetooth 5.3,False,Wi-Fi 6 and Bluetooth 5.3,,,,Windows 11 Home,Windows 11 Home,,721,"Laptop HP Pavilion 15-eg2088TU (7C0R0PA) - (i7-1260P/16GB/512GB/15.6"" FHD IPS/Windows 11) - Chính hãng"
722,60Hz,"Mặt kính Corning Gorilla Glass NBT
Ánh sáng xanh thấp
SDR 400 nits
HDR 500 nits
100% DCI-P3",2880x1800,13.3 inch,,16GB,512GB SSD,  Multi-touch touchpad,"4-cell, 66 Wh",,False,i7 - 1250U,Nhôm,1.34kg,29.83 x 21.49 x 1.61 cm,,,"Wi-Fi 6E
Bluetooth v5.3",False,"Wi-Fi 6E
Bluetooth v5.3",,Cảm ứng đa điểm,,Windows 11 Home,Windows 11 Home,"Audio by Bang & Olufsen
Loa kép
HP Audio Boost",722,"Laptop HP ENVY x360 13-bf0090TU (76B13PA) - (i7-1250U/16GB/512GB/13.3"" 2.8K OLED Cảm ứng/Windows 11/Bút) - Chính hãng"
723,60Hz,"IPS, micro-edge, BrightView, 250 nits, 45% NTSC",1920x1080,14 inch,,8GB,512GB SSD,  Multi-touch touchpad,"3-cell, 43 Wh",,False,i5 - 1235U,Hợp kim nhôm,1.41kg,32.5 x 21.66 x 1.7 cm,,,"Wi-Fi 6 MT7921
Bluetooth v5.3",False,"Wi-Fi 6 MT7921
Bluetooth v5.3",,Không,,Windows 11 Home,Windows 11 Home,Audio by B&O; Loa kép; HP Audio Boost,723,"Laptop HP Pavilion 14-dv2075TU (7C0W2PA) - (i5-1235U/8GB/512GB /14"" FHD/Windows 11) - Chính hãng"
724,60Hz,"Micro-edge, anti-glare, 250 nits, 45% NTSC",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,"3-cell, 41 Wh",,False,i5 - 1335U,Nhựa,1.59kg,35.98 x 23.6 x 1.86 cm,,,"Wi-Fi 6
Bluetooth v5.3",False,"Wi-Fi 6
Bluetooth v5.3",,,,Windows 11 Home,Windows 11 Home,Audio by B&O; Loa kép; HP Audio Boost,724,"Laptop HP 15-fd0081TU (8D734PA) - (i5-1335U/8GB/512GB/15.6"" FHD/Windows 11) - Chính hãng"
725,60Hz,"Micro-edge, anti-glare, 250 nits, 45% NTSC",1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,"3-cell, 41 Wh",,False,i5 - 1335U,Nhựa,1.59kg,35.98 x 23.6 x 1.86 cm,,,"Wi-Fi 6
Bluetooth v5.3",False,"Wi-Fi 6
Bluetooth v5.3",,Không,,Windows 11 Home,Windows 11 Home,Audio by B&O; Loa kép; HP Audio Boost,725,"Laptop HP 15-fd0079TU (8D732PA) - (i5-1335U/16GB/512GB/15.6"" FHD/Windows 11) - Chính hãng"
726,60Hz,"Micro-edge, anti-glare, 250 nits, 45% NTSC",1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,"3-cell, 41 Wh",,False,i7 - 1355U,Vỏ kim loại - Nắp lưng bằng nhựa,1.74kg,36.02 x 23.4 x 1.79 cm,,,"Wi-Fi 6
Bluetooth v5.3",False,"Wi-Fi 6
Bluetooth v5.3",,,,Windows 11 Home,Windows 11 Home,Audio by B&O; Loa kép; HP Audio Boost,726,"Laptop HP Pavilion 15-eg3091TU (8C5L2PA) - (i7-1355U/16GB/512GB/15.6"" FHD/Windows 11) - Chính hãng"
727,60Hz,"Micro-edge, anti-glare, 250 nits, 45% NTSC",1920x1080,14 inch,,16GB,512GB SSD,  Multi-touch touchpad,"3-cell, 41 Wh Li-ion",,False,i5 - 1335U,Vỏ nhựa,1.46kg,32.4 x 22.5 x 1.79 cm,,,"Wi-Fi
Bluetooth 5",False,"Wi-Fi
Bluetooth 5",,,,Windows 11 Home,Windows 11 Home,Realtek High Definition Audio,727,"Laptop HP 14s-ep0112TU (8C5L1PA) - (i5-1335U/16GB/512GB/14"" FHD/Windows 11) - Chính hãng"
728,60Hz,"Micro-edge, anti-glare, 250 nits, 45% NTSC",1920x1080,14 inch,,8GB,512GB SSD,  Multi-touch touchpad,"3-cell, 41 Wh Li-ion",AC Adaptor 45W,False,i5 - 1335U,Vỏ nhựa,1.46kg,32.4 x 22.5 x 1.79 cm,,,"Wi-Fi
Bluetooth 5",False,"Wi-Fi
Bluetooth 5",,,,Windows 11 Home,Windows 11 Home,,728,"Laptop HP 14s-ep0128TU (8U6L5PA) - (i5-1335U/8GB/512GB/14"" FHD/Windows 11) - Chính hãng"
729,60Hz,"Micro-edge, anti-glare, 250 nits, 45% NTSC",1920x1080,15.6 inch,,8GB,256GB SSD,  Multi-touch touchpad,"3 cell 41 Wh , Pin liền",,False,i7 - 1255U,Vỏ nhựa,1.7kg,35.85 x 24.2 x 1.79 cm,,,"WiFi
Bluetooth v5.0",False,"WiFi
Bluetooth v5.0",,,,Windows 11 Home,Windows 11 Home,2 loa,729,"Laptop HP 15s-fq5159TU (7C0S0PA) - (i7-1255U/8GB/256GB/15.6"" FHD/Windows 11) - Chính hãng"
730,60Hz,"Micro-edge, anti-glare, 250 nits, 45% NTSC",1920x1080,14 inch,,8GB,256GB SSD,  Multi-touch touchpad,"3-cell, 41 Wh Li-ion",,False,i3 - 1115G4,Nhựa,1.46kg,32.4 x 22.5 x 1.79 cm,,,"Wi-Fi
Bluetooth 5",False,"Wi-Fi
Bluetooth 5",,,,Windows 11 Home Single Language,Windows 11 Home Single Language,2 loa,730,"Laptop HP 14s dq2644TU-7C0W6PA (i3-1115G4/8GB/256GB/14"" FHD/Windows 11) - Chính hãng"
